,Accession,Pangolin,Geo_Location,Collection_Date
3169,MZ228872,P.1,USA: Florida,2021-04-27
3223,MZ222453,P.1,USA: Florida,2021-04-27
3234,MZ222468,P.1,USA: Florida,2021-04-27
3241,MZ222481,P.1,USA: Florida,2021-04-27
3534,MZ195236,P.1,USA: Florida,2021-04-27
3537,MZ195261,P.1,USA: Florida,2021-04-27
3607,MZ201552,P.1,USA: Florida,2021-04-27
3691,MZ184505,P.1,USA: Florida,2021-04-27
3699,MZ184721,P.1,USA: Florida,2021-04-27
3723,MZ185107,P.1,USA: Florida,2021-04-27
3744,MZ185288,P.1,USA: Florida,2021-04-27
3783,MZ186010,P.1,USA: Florida,2021-04-27
3854,MZ188003,P.1,USA: Florida,2021-04-27
2160,MZ278531,P.1,USA: Florida,2021-04-28
2798,MZ236983,P.1,USA: Florida,2021-04-28
3131,MZ228118,P.1,USA: Florida,2021-04-28
3134,MZ228148,P.1,USA: Florida,2021-04-28
3152,MZ228531,P.1,USA: Florida,2021-04-28
3167,MZ228843,P.1,USA: Florida,2021-04-28
3236,MZ222471,P.1,USA: Florida,2021-04-28
3238,MZ222475,P.1,USA: Florida,2021-04-28
3689,MZ184458,P.1,USA: Florida,2021-04-28
3731,MZ185172,P.1,USA: Florida,2021-04-28
2394,MZ282702,P.1,USA: Florida,2021-04-29
2786,MZ236864,P.1,USA: Florida,2021-04-29
2816,MZ237361,P.1,USA: Florida,2021-04-29
2817,MZ237372,P.1,USA: Florida,2021-04-29
2822,MZ237451,P.1,USA: Florida,2021-04-29
2823,MZ237471,P.1,USA: Florida,2021-04-29
2858,MZ238096,P.1,USA: Florida,2021-04-29
2912,MZ239988,P.1,USA: Florida,2021-04-29
2971,MZ241078,P.1,USA: Florida,2021-04-29
2972,MZ241079,P.1,USA: Florida,2021-04-29
2977,MZ241087,P.1,USA: Florida,2021-04-29
2979,MZ241089,P.1,USA: Florida,2021-04-29
3153,MZ228546,P.1,USA: Florida,2021-04-29
3159,MZ228731,P.1,USA: Florida,2021-04-29
3164,MZ228809,P.1,USA: Florida,2021-04-29
3714,MZ184962,P.1,USA: Florida,2021-04-29
3715,MZ184965,P.1,USA: Florida,2021-04-29
3718,MZ185036,P.1,USA: Florida,2021-04-29
3996,MZ181024,P.1,USA: Florida,2021-04-29
2108,MZ277932,P.1,USA: Florida,2021-04-30
2205,MZ279486,P.1,USA: Florida,2021-04-30
2211,MZ280025,P.1,USA: Florida,2021-04-30
2353,MZ282043,P.1,USA: Florida,2021-04-30
2805,MZ237114,P.1,USA: Florida,2021-04-30
2807,MZ237189,P.1,USA: Florida,2021-04-30
2808,MZ237192,P.1,USA: Florida,2021-04-30
2810,MZ237231,P.1,USA: Florida,2021-04-30
2811,MZ237264,P.1,USA: Florida,2021-04-30
2813,MZ237274,P.1,USA: Florida,2021-04-30
2819,MZ237378,P.1,USA: Florida,2021-04-30
2824,MZ237505,P.1,USA: Florida,2021-04-30
2844,MZ237800,P.1,USA: Florida,2021-04-30
2848,MZ237861,P.1,USA: Florida,2021-04-30
2861,MZ238111,P.1,USA: Florida,2021-04-30
2335,MZ281839,P.1,USA: Florida,2021-05-01
2852,MZ237958,P.1,USA: Florida,2021-05-01
2853,MZ237967,P.1,USA: Florida,2021-05-01
2855,MZ238002,P.1,USA: Florida,2021-05-01
2973,MZ241080,P.1,USA: Florida,2021-05-01
2976,MZ241085,P.1,USA: Florida,2021-05-01
2113,MZ277959,P.1,USA: Florida,2021-05-02
2193,MZ279164,P.1,USA: Florida,2021-05-02
2829,MZ237559,P.1,USA: Florida,2021-05-02
2830,MZ237565,P.1,USA: Florida,2021-05-02
2832,MZ237582,P.1,USA: Florida,2021-05-02
2833,MZ237589,P.1,USA: Florida,2021-05-02
2834,MZ237590,P.1,USA: Florida,2021-05-02
2837,MZ237639,P.1,USA: Florida,2021-05-02
2839,MZ237690,P.1,USA: Florida,2021-05-02
2860,MZ238106,P.1,USA: Florida,2021-05-02
2878,MZ238606,P.1,USA: Florida,2021-05-02
2115,MZ277976,P.1,USA: Florida,2021-05-03
2124,MZ277994,P.1,USA: Florida,2021-05-03
2174,MZ278864,P.1,USA: Florida,2021-05-03
2178,MZ278911,P.1,USA: Florida,2021-05-03
2180,MZ278914,P.1,USA: Florida,2021-05-03
2208,MZ279637,P.1,USA: Florida,2021-05-03
2209,MZ279662,P.1,USA: Florida,2021-05-03
2210,MZ279673,P.1,USA: Florida,2021-05-03
2339,MZ281908,P.1,USA: Florida,2021-05-03
2344,MZ281964,P.1,USA: Florida,2021-05-03
2347,MZ281989,P.1,USA: Florida,2021-05-03
2616,MZ290739,P.1,USA: Florida,2021-05-03
2621,MZ290767,P.1,USA: Florida,2021-05-03
2163,MZ278656,P.1,USA: Florida,2021-05-04
2164,MZ278657,P.1,USA: Florida,2021-05-04
2165,MZ278689,P.1,USA: Florida,2021-05-04
2166,MZ278738,P.1,USA: Florida,2021-05-04
2171,MZ278822,P.1,USA: Florida,2021-05-04
2173,MZ278856,P.1,USA: Florida,2021-05-04
2198,MZ279342,P.1,USA: Florida,2021-05-04
2202,MZ279401,P.1,USA: Florida,2021-05-04
2261,MZ280776,P.1,USA: Florida,2021-05-04
2292,MZ281253,P.1,USA: Florida,2021-05-04
2293,MZ281278,P.1,USA: Florida,2021-05-04
2304,MZ281395,P.1,USA: Florida,2021-05-04
2618,MZ290753,P.1,USA: Florida,2021-05-04
2619,MZ290762,P.1,USA: Florida,2021-05-04
2632,MZ291038,P.1,USA: Florida,2021-05-04
2863,MZ238382,P.1,USA: Florida,2021-05-04
2873,MZ238506,P.1,USA: Florida,2021-05-04
2874,MZ238559,P.1,USA: Florida,2021-05-04
2053,MZ295782,P.1,USA: Florida,2021-05-05
2243,MZ280541,P.1,USA: Florida,2021-05-05
2247,MZ280602,P.1,USA: Florida,2021-05-05
2250,MZ280619,P.1,USA: Florida,2021-05-05
2299,MZ281338,P.1,USA: Florida,2021-05-05
2300,MZ281339,P.1,USA: Florida,2021-05-05
2309,MZ281520,P.1,USA: Florida,2021-05-05
2581,MZ290237,P.1,USA: Florida,2021-05-05
2587,MZ290298,P.1,USA: Florida,2021-05-05
2589,MZ290311,P.1,USA: Florida,2021-05-05
2605,MZ290653,P.1,USA: Florida,2021-05-05
2606,MZ290656,P.1,USA: Florida,2021-05-05
2609,MZ290684,P.1,USA: Florida,2021-05-05
2610,MZ290688,P.1,USA: Florida,2021-05-05
2611,MZ290704,P.1,USA: Florida,2021-05-05
2612,MZ290713,P.1,USA: Florida,2021-05-05
2613,MZ290715,P.1,USA: Florida,2021-05-05
2614,MZ290726,P.1,USA: Florida,2021-05-05
2657,MZ291285,P.1,USA: Florida,2021-05-05
2658,MZ291296,P.1,USA: Florida,2021-05-05
2659,MZ291299,P.1,USA: Florida,2021-05-05
2661,MZ291308,P.1,USA: Florida,2021-05-05
2662,MZ291321,P.1,USA: Florida,2021-05-05
2663,MZ291332,P.1,USA: Florida,2021-05-05
1842,MZ316139,P.1,USA: Florida,2021-05-06
1843,MZ316143,P.1,USA: Florida,2021-05-06
1846,MZ316164,P.1,USA: Florida,2021-05-06
1849,MZ316183,P.1,USA: Florida,2021-05-06
2330,MZ281731,P.1,USA: Florida,2021-05-06
2527,MZ290150,P.1,USA: Florida,2021-05-06
2561,MZ290206,P.1,USA: Florida,2021-05-06
2585,MZ290269,P.1,USA: Florida,2021-05-06
2599,MZ290491,P.1,USA: Florida,2021-05-06
2626,MZ290858,P.1,USA: Florida,2021-05-06
2631,MZ290981,P.1,USA: Florida,2021-05-06
2638,MZ291092,P.1,USA: Florida,2021-05-06
2665,MZ291364,P.1,USA: Florida,2021-05-06
2668,MZ291383,P.1,USA: Florida,2021-05-06
1817,MZ315731,P.1,USA: Florida,2021-05-07
1818,MZ315732,P.1,USA: Florida,2021-05-07
1820,MZ315774,P.1,USA: Florida,2021-05-07
1821,MZ315791,P.1,USA: Florida,2021-05-07
1895,MZ305357,P.1,USA: Florida,2021-05-07
2286,MZ281134,P.1,USA: Florida,2021-05-07
2287,MZ281164,P.1,USA: Florida,2021-05-07
2316,MZ281582,P.1,USA: Florida,2021-05-07
2325,MZ281679,P.1,USA: Florida,2021-05-07
2327,MZ281719,P.1,USA: Florida,2021-05-07
2328,MZ281720,P.1,USA: Florida,2021-05-07
2329,MZ281721,P.1,USA: Florida,2021-05-07
2521,MZ290140,P.1,USA: Florida,2021-05-07
2582,MZ290250,P.1,USA: Florida,2021-05-07
2595,MZ290424,P.1,USA: Florida,2021-05-07
2596,MZ290442,P.1,USA: Florida,2021-05-07
2645,MZ291159,P.1,USA: Florida,2021-05-07
2646,MZ291164,P.1,USA: Florida,2021-05-07
2648,MZ291188,P.1,USA: Florida,2021-05-07
2649,MZ291189,P.1,USA: Florida,2021-05-07
2651,MZ291196,P.1,USA: Florida,2021-05-07
2652,MZ291197,P.1,USA: Florida,2021-05-07
2653,MZ291204,P.1,USA: Florida,2021-05-07
1778,MZ315210,P.1,USA: Florida,2021-05-08
1782,MZ315235,P.1,USA: Florida,2021-05-08
1784,MZ315253,P.1,USA: Florida,2021-05-08
1785,MZ315294,P.1,USA: Florida,2021-05-08
1822,MZ315892,P.1,USA: Florida,2021-05-08
1825,MZ315923,P.1,USA: Florida,2021-05-08
1826,MZ315933,P.1,USA: Florida,2021-05-08
1833,MZ316041,P.1,USA: Florida,2021-05-08
1835,MZ316057,P.1,USA: Florida,2021-05-08
1837,MZ316072,P.1,USA: Florida,2021-05-08
1839,MZ316098,P.1,USA: Florida,2021-05-08
1858,MZ316329,P.1,USA: Florida,2021-05-08
1864,MZ316504,P.1,USA: Florida,2021-05-08
2275,MZ280950,P.1,USA: Florida,2021-05-08
1649,MZ319414,P.1,USA: Florida,2021-05-09
1794,MZ315432,P.1,USA: Florida,2021-05-09
1796,MZ315463,P.1,USA: Florida,2021-05-09
1800,MZ315495,P.1,USA: Florida,2021-05-09
1815,MZ315704,P.1,USA: Florida,2021-05-09
1816,MZ315716,P.1,USA: Florida,2021-05-09
1823,MZ315895,P.1,USA: Florida,2021-05-09
1851,MZ316223,P.1,USA: Florida,2021-05-09
1852,MZ316226,P.1,USA: Florida,2021-05-09
1854,MZ316279,P.1,USA: Florida,2021-05-09
3012,MZ244600,P.1,USA: Florida,2021-05-09
3017,MZ244824,P.1,USA: Florida,2021-05-09
577,MZ415080,P.1,USA: Florida,2021-05-10
578,MZ415081,P.1,USA: Florida,2021-05-10
594,MZ415551,P.1,USA: Florida,2021-05-10
1355,MZ354315,P.1,USA: Florida,2021-05-10
1360,MZ354366,P.1,USA: Florida,2021-05-10
1361,MZ354367,P.1,USA: Florida,2021-05-10
1645,MZ319406,P.1,USA: Florida,2021-05-10
1786,MZ315343,P.1,USA: Florida,2021-05-10
1787,MZ315344,P.1,USA: Florida,2021-05-10
1788,MZ315363,P.1,USA: Florida,2021-05-10
1790,MZ315374,P.1,USA: Florida,2021-05-10
1799,MZ315490,P.1,USA: Florida,2021-05-10
1801,MZ315522,P.1,USA: Florida,2021-05-10
1802,MZ315543,P.1,USA: Florida,2021-05-10
1803,MZ315546,P.1,USA: Florida,2021-05-10
1814,MZ315697,P.1,USA: Florida,2021-05-10
1827,MZ315962,P.1,USA: Florida,2021-05-10
1828,MZ315974,P.1,USA: Florida,2021-05-10
1829,MZ315982,P.1,USA: Florida,2021-05-10
1831,MZ315994,P.1,USA: Florida,2021-05-10
1866,MZ316506,P.1,USA: Florida,2021-05-10
1897,MZ305363,P.1,USA: Florida,2021-05-10
1899,MZ305365,P.1,USA: Florida,2021-05-10
3003,MZ244534,P.1,USA: Florida,2021-05-10
3015,MZ244701,P.1,USA: Florida,2021-05-10
3085,MZ252770,P.1,USA: Florida,2021-05-10
3087,MZ252795,P.1,USA: Florida,2021-05-10
583,MZ415432,P.1,USA: Florida,2021-05-11
584,MZ415443,P.1,USA: Florida,2021-05-11
588,MZ415480,P.1,USA: Florida,2021-05-11
590,MZ415523,P.1,USA: Florida,2021-05-11
593,MZ415549,P.1,USA: Florida,2021-05-11
599,MZ415597,P.1,USA: Florida,2021-05-11
600,MZ415610,P.1,USA: Florida,2021-05-11
603,MZ415647,P.1,USA: Florida,2021-05-11
628,MZ416030,P.1,USA: Florida,2021-05-11
629,MZ416039,P.1,USA: Florida,2021-05-11
1357,MZ354336,P.1,USA: Florida,2021-05-11
1367,MZ354458,P.1,USA: Florida,2021-05-11
1379,MZ354564,P.1,USA: Florida,2021-05-11
1660,MZ319432,P.1,USA: Florida,2021-05-11
1793,MZ315415,P.1,USA: Florida,2021-05-11
1795,MZ315450,P.1,USA: Florida,2021-05-11
1809,MZ315629,P.1,USA: Florida,2021-05-11
1868,MZ316512,P.1,USA: Florida,2021-05-11
1965,MZ308071,P.1,USA: Florida,2021-05-11
1968,MZ308090,P.1,USA: Florida,2021-05-11
2733,MZ255109,P.1,USA: Florida,2021-05-11
3031,MZ245015,P.1,USA: Florida,2021-05-11
3033,MZ245055,P.1,USA: Florida,2021-05-11
3038,MZ245104,P.1,USA: Florida,2021-05-11
3044,MZ245270,P.1,USA: Florida,2021-05-11
3045,MZ245272,P.1,USA: Florida,2021-05-11
3048,MZ245320,P.1,USA: Florida,2021-05-11
3050,MZ245331,P.1,USA: Florida,2021-05-11
3052,MZ245349,P.1,USA: Florida,2021-05-11
3054,MZ245357,P.1,USA: Florida,2021-05-11
592,MZ415547,P.1,USA: Florida,2021-05-12
596,MZ415577,P.1,USA: Florida,2021-05-12
598,MZ415589,P.1,USA: Florida,2021-05-12
607,MZ415752,P.1,USA: Florida,2021-05-12
625,MZ416004,P.1,USA: Florida,2021-05-12
626,MZ416018,P.1,USA: Florida,2021-05-12
1340,MZ354175,P.1,USA: Florida,2021-05-12
1341,MZ354206,P.1,USA: Florida,2021-05-12
1342,MZ354216,P.1,USA: Florida,2021-05-12
1343,MZ354231,P.1,USA: Florida,2021-05-12
1346,MZ354262,P.1,USA: Florida,2021-05-12
1349,MZ354283,P.1,USA: Florida,2021-05-12
1350,MZ354287,P.1,USA: Florida,2021-05-12
1351,MZ354292,P.1,USA: Florida,2021-05-12
1354,MZ354303,P.1,USA: Florida,2021-05-12
1371,MZ354484,P.1,USA: Florida,2021-05-12
1373,MZ354499,P.1,USA: Florida,2021-05-12
1376,MZ354516,P.1,USA: Florida,2021-05-12
1384,MZ354584,P.1,USA: Florida,2021-05-12
1387,MZ354626,P.1,USA: Florida,2021-05-12
1812,MZ315670,P.1,USA: Florida,2021-05-12
1813,MZ315672,P.1,USA: Florida,2021-05-12
1861,MZ316381,P.1,USA: Florida,2021-05-12
1884,MZ317164,P.1,USA: Florida,2021-05-12
1973,MZ308130,P.1,USA: Florida,2021-05-12
1974,MZ308157,P.1,USA: Florida,2021-05-12
579,MZ415090,P.1,USA: Florida,2021-05-13
610,MZ415836,P.1,USA: Florida,2021-05-13
611,MZ415847,P.1,USA: Florida,2021-05-13
614,MZ415883,P.1,USA: Florida,2021-05-13
616,MZ415891,P.1,USA: Florida,2021-05-13
620,MZ415934,P.1,USA: Florida,2021-05-13
632,MZ416103,P.1,USA: Florida,2021-05-13
1372,MZ354495,P.1,USA: Florida,2021-05-13
1374,MZ354512,P.1,USA: Florida,2021-05-13
1381,MZ354567,P.1,USA: Florida,2021-05-13
1385,MZ354589,P.1,USA: Florida,2021-05-13
1759,MZ322070,P.1,USA: Florida,2021-05-13
1976,MZ308238,P.1,USA: Florida,2021-05-13
2008,MZ294132,P.1,USA: Florida,2021-05-13
1382,MZ354569,P.1,USA: Florida,2021-05-14
1764,MZ322078,P.1,USA: Florida,2021-05-14
1979,MZ308283,P.1,USA: Florida,2021-05-14
1983,MZ308341,P.1,USA: Florida,2021-05-14
2027,MZ294341,P.1,USA: Florida,2021-05-14
2060,MZ296075,P.1,USA: Florida,2021-05-14
1573,MZ337560,P.1,USA: Florida,2021-05-15
1577,MZ337568,P.1,USA: Florida,2021-05-15
1578,MZ337569,P.1,USA: Florida,2021-05-15
1984,MZ308346,P.1,USA: Florida,2021-05-15
2022,MZ294257,P.1,USA: Florida,2021-05-15
2056,MZ296053,P.1,USA: Florida,2021-05-15
1515,MZ342188,P.1,USA: Florida,2021-05-16
1571,MZ337556,P.1,USA: Florida,2021-05-16
1575,MZ337565,P.1,USA: Florida,2021-05-16
1997,MZ294001,P.1,USA: Florida,2021-05-16
1998,MZ294002,P.1,USA: Florida,2021-05-16
2000,MZ294030,P.1,USA: Florida,2021-05-17
1263,MZ356676,P.1,USA: Florida,2021-05-18
1667,MZ319724,P.1,USA: Florida,2021-05-18
1262,MZ356675,P.1,USA: Florida,2021-05-19
1518,MZ342310,P.1,USA: Florida,2021-05-19
1519,MZ342328,P.1,USA: Florida,2021-05-19
1524,MZ342430,P.1,USA: Florida,2021-05-19
1525,MZ342432,P.1,USA: Florida,2021-05-19
1727,MZ320937,P.1,USA: Florida,2021-05-19
1521,MZ342366,P.1,USA: Florida,2021-05-20
1522,MZ342383,P.1,USA: Florida,2021-05-20
1242,MZ356652,P.1,USA: Florida,2021-05-21
1253,MZ356666,P.1,USA: Florida,2021-05-21
1256,MZ356669,P.1,USA: Florida,2021-05-21
1528,MZ342498,P.1,USA: Florida,2021-05-21
1709,MZ320555,P.1,USA: Florida,2021-05-21
1718,MZ320863,P.1,USA: Florida,2021-05-21
1089,MZ371118,P.1,USA: Florida,2021-05-22
1433,MZ349868,P.1,USA: Florida,2021-05-22
1434,MZ349876,P.1,USA: Florida,2021-05-22
1088,MZ371111,P.1,USA: Florida,2021-05-23
1534,MZ342547,P.1,USA: Florida,2021-05-23
993,MZ376186,P.1,USA: Florida,2021-05-24
997,MZ376275,P.1,USA: Florida,2021-05-24
1090,MZ371122,P.1,USA: Florida,2021-05-24
1229,MZ356614,P.1,USA: Florida,2021-05-24
1532,MZ342538,P.1,USA: Florida,2021-05-24
1533,MZ342542,P.1,USA: Florida,2021-05-24
1535,MZ342561,P.1,USA: Florida,2021-05-24
1536,MZ342565,P.1,USA: Florida,2021-05-24
1719,MZ320865,P.1,USA: Florida,2021-05-24
1016,MZ376564,P.1,USA: Florida,2021-05-25
1007,MZ376416,P.1,USA: Florida,2021-05-26
1094,MZ371155,P.1,USA: Florida,2021-05-26
1095,MZ371176,P.1,USA: Florida,2021-05-26
1096,MZ371179,P.1,USA: Florida,2021-05-26
1102,MZ371239,P.1,USA: Florida,2021-05-26
979,MZ376084,P.1,USA: Florida,2021-05-27
980,MZ376085,P.1,USA: Florida,2021-05-27
981,MZ376086,P.1,USA: Florida,2021-05-27
1098,MZ371228,P.1,USA: Florida,2021-05-27
1099,MZ371231,P.1,USA: Florida,2021-05-27
1100,MZ371237,P.1,USA: Florida,2021-05-27
1101,MZ371238,P.1,USA: Florida,2021-05-27
518,MZ432595,P.1,USA: Florida,2021-05-28
1103,MZ371251,P.1,USA: Florida,2021-05-28
790,MZ384167,P.1,USA: Florida,2021-05-29
851,MZ386425,P.1,USA: Florida,2021-05-29
1106,MZ371346,P.1,USA: Florida,2021-05-29
796,MZ385704,P.1,USA: Florida,2021-05-30
973,MZ375987,P.1,USA: Florida,2021-05-30
976,MZ376006,P.1,USA: Florida,2021-05-30
977,MZ376011,P.1,USA: Florida,2021-05-30
1107,MZ371368,P.1,USA: Florida,2021-05-30
649,MZ411782,P.1,USA: Florida,2021-05-31
646,MZ411766,P.1,USA: Florida,2021-06-01
647,MZ411768,P.1,USA: Florida,2021-06-01
650,MZ411793,P.1,USA: Florida,2021-06-01
651,MZ411829,P.1,USA: Florida,2021-06-01
653,MZ411840,P.1,USA: Florida,2021-06-01
820,MZ386214,P.1,USA: Florida,2021-06-01
846,MZ386385,P.1,USA: Florida,2021-06-01
847,MZ386386,P.1,USA: Florida,2021-06-01
848,MZ386387,P.1,USA: Florida,2021-06-01
850,MZ386417,P.1,USA: Florida,2021-06-01
852,MZ386427,P.1,USA: Florida,2021-06-01
853,MZ386429,P.1,USA: Florida,2021-06-01
857,MZ386478,P.1,USA: Florida,2021-06-01
861,MZ386521,P.1,USA: Florida,2021-06-01
877,MZ386644,P.1,USA: Florida,2021-06-01
652,MZ411833,P.1,USA: Florida,2021-06-02
801,MZ385748,P.1,USA: Florida,2021-06-02
802,MZ385757,P.1,USA: Florida,2021-06-02
816,MZ386202,P.1,USA: Florida,2021-06-02
817,MZ386204,P.1,USA: Florida,2021-06-02
822,MZ386225,P.1,USA: Florida,2021-06-02
823,MZ386235,P.1,USA: Florida,2021-06-02
824,MZ386238,P.1,USA: Florida,2021-06-02
868,MZ386567,P.1,USA: Florida,2021-06-02
871,MZ386625,P.1,USA: Florida,2021-06-02
875,MZ386633,P.1,USA: Florida,2021-06-02
668,MZ411967,P.1,USA: Florida,2021-06-03
669,MZ411969,P.1,USA: Florida,2021-06-03
843,MZ386370,P.1,USA: Florida,2021-06-03
870,MZ386581,P.1,USA: Florida,2021-06-03
305,MZ449713,P.1,USA: Florida,2021-06-04
306,MZ449715,P.1,USA: Florida,2021-06-04
654,MZ411878,P.1,USA: Florida,2021-06-04
655,MZ411879,P.1,USA: Florida,2021-06-04
656,MZ411884,P.1,USA: Florida,2021-06-04
666,MZ411959,P.1,USA: Florida,2021-06-04
670,MZ411978,P.1,USA: Florida,2021-06-04
671,MZ411980,P.1,USA: Florida,2021-06-04
811,MZ386152,P.1,USA: Florida,2021-06-04
813,MZ386170,P.1,USA: Florida,2021-06-04
827,MZ386275,P.1,USA: Florida,2021-06-04
830,MZ386283,P.1,USA: Florida,2021-06-04
831,MZ386284,P.1,USA: Florida,2021-06-04
833,MZ386305,P.1,USA: Florida,2021-06-04
312,MZ449757,P.1,USA: Florida,2021-06-05
672,MZ411990,P.1,USA: Florida,2021-06-05
673,MZ411995,P.1,USA: Florida,2021-06-05
674,MZ412010,P.1,USA: Florida,2021-06-05
209,MZ453466,P.1,USA: Florida,2021-06-06
323,MZ450251,P.1,USA: Florida,2021-06-06
325,MZ450262,P.1,USA: Florida,2021-06-06
326,MZ450263,P.1,USA: Florida,2021-06-06
349,MZ450526,P.1,USA: Florida,2021-06-06
675,MZ412018,P.1,USA: Florida,2021-06-06
676,MZ412026,P.1,USA: Florida,2021-06-06
680,MZ412066,P.1,USA: Florida,2021-06-06
678,MZ412043,P.1,USA: Florida,2021-06-07
679,MZ412044,P.1,USA: Florida,2021-06-07
681,MZ412074,P.1,USA: Florida,2021-06-07
704,MZ412460,P.1,USA: Florida,2021-06-07
111,MZ493971,P.1,USA: Florida,2021-06-08
342,MZ450448,P.1,USA: Florida,2021-06-08
343,MZ450453,P.1,USA: Florida,2021-06-08
348,MZ450508,P.1,USA: Florida,2021-06-08
91,MZ493950,P.1,USA: Florida,2021-06-09
95,MZ493954,P.1,USA: Florida,2021-06-09
97,MZ493956,P.1,USA: Florida,2021-06-09
102,MZ493961,P.1,USA: Florida,2021-06-09
108,MZ493967,P.1,USA: Florida,2021-06-09
127,MZ493988,P.1,USA: Florida,2021-06-09
138,MZ494000,P.1,USA: Florida,2021-06-09
346,MZ450497,P.1,USA: Florida,2021-06-09
353,MZ450583,P.1,USA: Florida,2021-06-10
361,MZ450649,P.1,USA: Florida,2021-06-10
159,MZ494108,P.1,USA: Florida,2021-06-11
365,MZ450708,P.1,USA: Florida,2021-06-11
150,MZ494063,P.1,USA: Florida,2021-06-21
1330,MZ358774,P.1,USA: GA,2021-05-10
755,MZ400641,P.1,USA: GA,2021-05-19
464,MZ436655,P.1,USA: GA,2021-05-27
1305,MZ358460,P.1,USA: GU,2021-04-30
5562,MW912340,P.1,USA: Georgia,2021-03-20
5239,MW993602,P.1,USA: Georgia,2021-03-24
5286,MZ006522,P.1,USA: Georgia,2021-04-01
4868,MZ033055,P.1,USA: Georgia,2021-04-03
5096,MZ009913,P.1,USA: Georgia,2021-04-03
4467,MZ084310,P.1,USA: Georgia,2021-04-06
3368,MZ213337,P.1,USA: Georgia,2021-04-10
3373,MZ213432,P.1,USA: Georgia,2021-04-12
4359,MZ100369,P.1,USA: Georgia,2021-04-13
3819,MZ187081,P.1,USA: Georgia,2021-04-15
3814,MZ186868,P.1,USA: Georgia,2021-04-16
4257,MZ132612,P.1,USA: Georgia,2021-04-16
4154,MZ153742,P.1,USA: Georgia,2021-04-19
4223,MZ144368,P.1,USA: Georgia,2021-04-19
4230,MZ144381,P.1,USA: Georgia,2021-04-19
4151,MZ153612,P.1,USA: Georgia,2021-04-21
3573,MZ195991,P.1,USA: Georgia,2021-04-22
1715,MZ320731,P.1,USA: Georgia,2021-04-24
1731,MZ320984,P.1,USA: Georgia,2021-04-24
3115,MZ227853,P.1,USA: Georgia,2021-04-25
2483,MZ284363,P.1,USA: Georgia,2021-04-27
3116,MZ227858,P.1,USA: Georgia,2021-04-27
3120,MZ227883,P.1,USA: Georgia,2021-04-27
3610,MZ201615,P.1,USA: Georgia,2021-04-27
3725,MZ185115,P.1,USA: Georgia,2021-04-28
2821,MZ237430,P.1,USA: Georgia,2021-04-29
2380,MZ282451,P.1,USA: Georgia,2021-05-02
2859,MZ238105,P.1,USA: Georgia,2021-05-02
2234,MZ280382,P.1,USA: Georgia,2021-05-04
2238,MZ280472,P.1,USA: Georgia,2021-05-04
2564,MZ290212,P.1,USA: Georgia,2021-05-05
2584,MZ290268,P.1,USA: Georgia,2021-05-05
2590,MZ290323,P.1,USA: Georgia,2021-05-05
2628,MZ290910,P.1,USA: Georgia,2021-05-05
2650,MZ291190,P.1,USA: Georgia,2021-05-07
1841,MZ316129,P.1,USA: Georgia,2021-05-08
2271,MZ280908,P.1,USA: Georgia,2021-05-08
3060,MZ252316,P.1,USA: Georgia,2021-05-08
448,MZ434329,P.1,USA: Georgia,2021-05-10
460,MZ434665,P.1,USA: Georgia,2021-05-10
1358,MZ354342,P.1,USA: Georgia,2021-05-10
1543,MZ343793,P.1,USA: Georgia,2021-05-10
1867,MZ316509,P.1,USA: Georgia,2021-05-10
457,MZ434564,P.1,USA: Georgia,2021-05-11
458,MZ434651,P.1,USA: Georgia,2021-05-11
459,MZ434653,P.1,USA: Georgia,2021-05-11
1540,MZ343691,P.1,USA: Georgia,2021-05-11
1541,MZ343779,P.1,USA: Georgia,2021-05-11
1542,MZ343781,P.1,USA: Georgia,2021-05-11
482,MZ430697,P.1,USA: Georgia,2021-05-12
2029,MZ294351,P.1,USA: Georgia,2021-05-14
496,MZ432140,P.1,USA: Georgia,2021-05-20
494,MZ432087,P.1,USA: Georgia,2021-05-21
507,MZ432426,P.1,USA: Georgia,2021-05-25
1011,MZ376517,P.1,USA: Georgia,2021-05-25
520,MZ432618,P.1,USA: Georgia,2021-05-27
524,MZ432685,P.1,USA: Georgia,2021-05-28
29,MZ491997,P.1,USA: Georgia,2021-06-01
307,MZ449718,P.1,USA: Georgia,2021-06-04
812,MZ386155,P.1,USA: Georgia,2021-06-04
828,MZ386279,P.1,USA: Georgia,2021-06-04
358,MZ450612,P.1,USA: Georgia,2021-06-06
359,MZ450613,P.1,USA: Georgia,2021-06-06
40,MZ492187,P.1,USA: Georgia,2021-06-11
45,MZ492274,P.1,USA: Georgia,2021-06-11
52,MZ492457,P.1,USA: Georgia,2021-06-16
53,MZ492468,P.1,USA: Georgia,2021-06-16
1619,MZ331216,P.1,USA: HI,2021-04-16
1325,MZ358715,P.1,USA: HI,2021-05-11
1324,MZ358705,P.1,USA: HI,2021-05-14
1326,MZ358722,P.1,USA: HI,2021-05-19
75,MZ493544,P.1,USA: HI,2021-05-21
74,MZ493536,P.1,USA: HI,2021-05-26
3494,MZ192444,P.1,USA: Hawaii,2021-04-24
2950,MZ241047,P.1,USA: Hawaii,2021-04-28
2967,MZ241074,P.1,USA: Hawaii,2021-04-28
2539,MZ290167,P.1,USA: Hawaii,2021-05-03
1747,MZ322055,P.1,USA: Hawaii,2021-05-13
