,Accession,Pangolin,Geo_Location,Collection_Date
4758,MZ060445,P.1,USA: California,2021-04-14
2981,MZ241094,P.1,USA: California,2021-04-15
3227,MZ222457,P.1,USA: California,2021-04-15
3228,MZ222458,P.1,USA: California,2021-04-15
3231,MZ222461,P.1,USA: California,2021-04-15
3438,MZ215212,P.1,USA: California,2021-04-15
3439,MZ215213,P.1,USA: California,2021-04-15
4505,MZ085997,P.1,USA: California,2021-04-15
2132,MZ278047,P.1,USA: California,2021-04-16
2698,MZ271123,P.1,USA: California,2021-04-16
2705,MZ271230,P.1,USA: California,2021-04-16
2706,MZ271245,P.1,USA: California,2021-04-16
2707,MZ271299,P.1,USA: California,2021-04-16
2715,MZ271521,P.1,USA: California,2021-04-16
3218,MZ222447,P.1,USA: California,2021-04-16
3220,MZ222449,P.1,USA: California,2021-04-16
3225,MZ222455,P.1,USA: California,2021-04-16
3226,MZ222456,P.1,USA: California,2021-04-16
3240,MZ222478,P.1,USA: California,2021-04-16
3780,MZ185939,P.1,USA: California,2021-04-16
3786,MZ186079,P.1,USA: California,2021-04-17
3834,MZ187560,P.1,USA: California,2021-04-17
3835,MZ187561,P.1,USA: California,2021-04-17
4218,MZ144353,P.1,USA: California,2021-04-17
4227,MZ144373,P.1,USA: California,2021-04-17
4228,MZ144378,P.1,USA: California,2021-04-17
4265,MZ132788,P.1,USA: California,2021-04-17
3887,MZ188638,P.1,USA: California,2021-04-18
3898,MZ166045,P.1,USA: California,2021-04-18
3906,MZ166058,P.1,USA: California,2021-04-18
4219,MZ144354,P.1,USA: California,2021-04-18
4225,MZ144371,P.1,USA: California,2021-04-18
4278,MZ133039,P.1,USA: California,2021-04-18
3817,MZ187002,P.1,USA: California,2021-04-19
3897,MZ166042,P.1,USA: California,2021-04-19
3905,MZ166057,P.1,USA: California,2021-04-19
3907,MZ166059,P.1,USA: California,2021-04-19
3909,MZ166061,P.1,USA: California,2021-04-19
3910,MZ166063,P.1,USA: California,2021-04-19
4188,MZ149275,P.1,USA: California,2021-04-19
4191,MZ149281,P.1,USA: California,2021-04-19
544,MZ414743,P.1,USA: California,2021-04-20
545,MZ414746,P.1,USA: California,2021-04-20
546,MZ414747,P.1,USA: California,2021-04-20
2133,MZ278076,P.1,USA: California,2021-04-20
3736,MZ185198,P.1,USA: California,2021-04-20
3787,MZ186124,P.1,USA: California,2021-04-20
4097,MZ164452,P.1,USA: California,2021-04-20
4098,MZ164454,P.1,USA: California,2021-04-20
4100,MZ164457,P.1,USA: California,2021-04-20
4107,MZ164467,P.1,USA: California,2021-04-20
4155,MZ153756,P.1,USA: California,2021-04-20
4224,MZ144369,P.1,USA: California,2021-04-20
4229,MZ144379,P.1,USA: California,2021-04-20
2470,MZ284091,P.1,USA: California,2021-04-21
2505,MZ284794,P.1,USA: California,2021-04-21
4038,MZ163246,P.1,USA: California,2021-04-21
4068,MZ163803,P.1,USA: California,2021-04-21
4095,MZ164450,P.1,USA: California,2021-04-21
4096,MZ164451,P.1,USA: California,2021-04-21
4099,MZ164455,P.1,USA: California,2021-04-21
4102,MZ164460,P.1,USA: California,2021-04-21
4103,MZ164461,P.1,USA: California,2021-04-21
4104,MZ164462,P.1,USA: California,2021-04-21
4105,MZ164463,P.1,USA: California,2021-04-21
4106,MZ164464,P.1,USA: California,2021-04-21
4108,MZ164468,P.1,USA: California,2021-04-21
2440,MZ283480,P.1,USA: California,2021-04-22
2451,MZ283698,P.1,USA: California,2021-04-22
2477,MZ284253,P.1,USA: California,2021-04-22
2479,MZ284331,P.1,USA: California,2021-04-22
3562,MZ195693,P.1,USA: California,2021-04-22
3847,MZ187845,P.1,USA: California,2021-04-22
4058,MZ163552,P.1,USA: California,2021-04-22
1425,MZ349692,P.1,USA: California,2021-04-23
2417,MZ283171,P.1,USA: California,2021-04-23
2436,MZ283418,P.1,USA: California,2021-04-23
2445,MZ283614,P.1,USA: California,2021-04-23
3219,MZ222448,P.1,USA: California,2021-04-23
3222,MZ222452,P.1,USA: California,2021-04-23
3224,MZ222454,P.1,USA: California,2021-04-23
3497,MZ192448,P.1,USA: California,2021-04-23
3498,MZ192449,P.1,USA: California,2021-04-23
3500,MZ192451,P.1,USA: California,2021-04-23
3501,MZ192452,P.1,USA: California,2021-04-23
3566,MZ195729,P.1,USA: California,2021-04-23
3668,MZ184020,P.1,USA: California,2021-04-23
3750,MZ185467,P.1,USA: California,2021-04-23
4101,MZ164459,P.1,USA: California,2021-04-23
2447,MZ283643,P.1,USA: California,2021-04-24
3217,MZ222445,P.1,USA: California,2021-04-24
3476,MZ206379,P.1,USA: California,2021-04-24
1019,MZ376601,P.1,USA: California,2021-04-25
2931,MZ241024,P.1,USA: California,2021-04-25
2959,MZ241065,P.1,USA: California,2021-04-25
2961,MZ241068,P.1,USA: California,2021-04-25
3588,MZ196155,P.1,USA: California,2021-04-25
3589,MZ196165,P.1,USA: California,2021-04-25
3620,MZ201845,P.1,USA: California,2021-04-25
1020,MZ376603,P.1,USA: California,2021-04-26
2103,MZ277925,P.1,USA: California,2021-04-26
2428,MZ283317,P.1,USA: California,2021-04-26
2928,MZ241021,P.1,USA: California,2021-04-26
2951,MZ241052,P.1,USA: California,2021-04-26
2956,MZ241062,P.1,USA: California,2021-04-26
2963,MZ241070,P.1,USA: California,2021-04-26
3545,MZ195394,P.1,USA: California,2021-04-26
3546,MZ195414,P.1,USA: California,2021-04-26
3548,MZ195441,P.1,USA: California,2021-04-26
3552,MZ195519,P.1,USA: California,2021-04-26
3554,MZ195576,P.1,USA: California,2021-04-26
3561,MZ195687,P.1,USA: California,2021-04-26
3576,MZ196045,P.1,USA: California,2021-04-26
3595,MZ201335,P.1,USA: California,2021-04-26
3674,MZ184110,P.1,USA: California,2021-04-26
2946,MZ241042,P.1,USA: California,2021-04-27
2947,MZ241043,P.1,USA: California,2021-04-27
2964,MZ241071,P.1,USA: California,2021-04-27
3522,MZ194024,P.1,USA: California,2021-04-27
3673,MZ184099,P.1,USA: California,2021-04-27
3754,MZ185528,P.1,USA: California,2021-04-27
2927,MZ241020,P.1,USA: California,2021-04-28
2954,MZ241057,P.1,USA: California,2021-04-28
2957,MZ241063,P.1,USA: California,2021-04-28
2962,MZ241069,P.1,USA: California,2021-04-28
2975,MZ241084,P.1,USA: California,2021-04-28
2989,MZ241104,P.1,USA: California,2021-04-28
3681,MZ184255,P.1,USA: California,2021-04-28
3704,MZ184786,P.1,USA: California,2021-04-28
3705,MZ184801,P.1,USA: California,2021-04-28
3729,MZ185153,P.1,USA: California,2021-04-28
2392,MZ282672,P.1,USA: California,2021-04-29
2792,MZ236904,P.1,USA: California,2021-04-29
2930,MZ241023,P.1,USA: California,2021-04-29
2952,MZ241054,P.1,USA: California,2021-04-29
2965,MZ241072,P.1,USA: California,2021-04-29
3139,MZ228173,P.1,USA: California,2021-04-29
3647,MZ183958,P.1,USA: California,2021-04-29
3708,MZ184842,P.1,USA: California,2021-04-29
4001,MZ181732,P.1,USA: California,2021-04-29
2212,MZ280026,P.1,USA: California,2021-04-30
2412,MZ282959,P.1,USA: California,2021-04-30
2789,MZ236876,P.1,USA: California,2021-04-30
2932,MZ241025,P.1,USA: California,2021-04-30
2960,MZ241066,P.1,USA: California,2021-04-30
3697,MZ184649,P.1,USA: California,2021-04-30
2377,MZ282438,P.1,USA: California,2021-05-01
2378,MZ282441,P.1,USA: California,2021-05-01
2379,MZ282450,P.1,USA: California,2021-05-01
2922,MZ241014,P.1,USA: California,2021-05-01
2923,MZ241015,P.1,USA: California,2021-05-01
2925,MZ241018,P.1,USA: California,2021-05-01
2410,MZ282944,P.1,USA: California,2021-05-02
2929,MZ241022,P.1,USA: California,2021-05-02
2940,MZ241036,P.1,USA: California,2021-05-02
2294,MZ281310,P.1,USA: California,2021-05-03
2349,MZ281998,P.1,USA: California,2021-05-03
2562,MZ290209,P.1,USA: California,2021-05-03
2563,MZ290211,P.1,USA: California,2021-05-03
2889,MZ238793,P.1,USA: California,2021-05-03
2122,MZ277992,P.1,USA: California,2021-05-04
2123,MZ277993,P.1,USA: California,2021-05-04
2149,MZ278513,P.1,USA: California,2021-05-04
2177,MZ278903,P.1,USA: California,2021-05-04
2366,MZ282274,P.1,USA: California,2021-05-04
2546,MZ290182,P.1,USA: California,2021-05-04
2548,MZ290185,P.1,USA: California,2021-05-04
2557,MZ290195,P.1,USA: California,2021-05-04
2559,MZ290204,P.1,USA: California,2021-05-04
2869,MZ238485,P.1,USA: California,2021-05-04
2870,MZ238486,P.1,USA: California,2021-05-04
2129,MZ278002,P.1,USA: California,2021-05-05
2199,MZ279350,P.1,USA: California,2021-05-05
2244,MZ280552,P.1,USA: California,2021-05-05
2298,MZ281333,P.1,USA: California,2021-05-05
2303,MZ281366,P.1,USA: California,2021-05-05
2601,MZ290547,P.1,USA: California,2021-05-05
2627,MZ290909,P.1,USA: California,2021-05-05
2321,MZ281637,P.1,USA: California,2021-05-06
2558,MZ290197,P.1,USA: California,2021-05-06
2597,MZ290447,P.1,USA: California,2021-05-06
2741,MZ255135,P.1,USA: California,2021-05-06
2916,MZ240223,P.1,USA: California,2021-05-07
1834,MZ316052,P.1,USA: California,2021-05-08
2565,MZ290215,P.1,USA: California,2021-05-08
1642,MZ319402,P.1,USA: California,2021-05-09
1659,MZ319431,P.1,USA: California,2021-05-09
1811,MZ315646,P.1,USA: California,2021-05-09
1804,MZ315570,P.1,USA: California,2021-05-10
1894,MZ305355,P.1,USA: California,2021-05-10
1898,MZ305364,P.1,USA: California,2021-05-10
3040,MZ245119,P.1,USA: California,2021-05-10
1661,MZ319434,P.1,USA: California,2021-05-11
1666,MZ319441,P.1,USA: California,2021-05-11
1893,MZ305353,P.1,USA: California,2021-05-11
3022,MZ244913,P.1,USA: California,2021-05-11
3024,MZ244943,P.1,USA: California,2021-05-11
3043,MZ245166,P.1,USA: California,2021-05-11
608,MZ415826,P.1,USA: California,2021-05-12
1352,MZ354295,P.1,USA: California,2021-05-12
1646,MZ319408,P.1,USA: California,2021-05-12
1662,MZ319436,P.1,USA: California,2021-05-12
1798,MZ315485,P.1,USA: California,2021-05-12
624,MZ416003,P.1,USA: California,2021-05-13
1576,MZ337566,P.1,USA: California,2021-05-13
1579,MZ337570,P.1,USA: California,2021-05-13
1745,MZ322052,P.1,USA: California,2021-05-13
1749,MZ322057,P.1,USA: California,2021-05-14
2015,MZ294173,P.1,USA: California,2021-05-15
1999,MZ294014,P.1,USA: California,2021-05-16
2067,MZ296109,P.1,USA: California,2021-05-17
714,MZ402026,P.1,USA: California,2021-05-18
1673,MZ319816,P.1,USA: California,2021-05-18
2066,MZ296107,P.1,USA: California,2021-05-18
1254,MZ356667,P.1,USA: California,2021-05-19
1264,MZ356678,P.1,USA: California,2021-05-19
1460,MZ341183,P.1,USA: California,2021-05-19
1260,MZ356673,P.1,USA: California,2021-05-20
1266,MZ356680,P.1,USA: California,2021-05-20
1714,MZ320657,P.1,USA: California,2021-05-20
1696,MZ320186,P.1,USA: California,2021-05-21
1721,MZ320893,P.1,USA: California,2021-05-22
1259,MZ356672,P.1,USA: California,2021-05-23
1732,MZ320993,P.1,USA: California,2021-05-23
995,MZ376209,P.1,USA: California,2021-05-24
1144,MZ372384,P.1,USA: California,2021-05-24
1075,MZ368519,P.1,USA: California,2021-05-25
1147,MZ372497,P.1,USA: California,2021-05-25
794,MZ384210,P.1,USA: California,2021-05-26
1012,MZ376538,P.1,USA: California,2021-05-26
1062,MZ368498,P.1,USA: California,2021-05-26
1165,MZ372780,P.1,USA: California,2021-05-26
799,MZ385714,P.1,USA: California,2021-05-27
986,MZ376124,P.1,USA: California,2021-05-27
1076,MZ368520,P.1,USA: California,2021-05-27
972,MZ375976,P.1,USA: California,2021-05-28
985,MZ376113,P.1,USA: California,2021-05-28
1078,MZ368523,P.1,USA: California,2021-05-28
1175,MZ372907,P.1,USA: California,2021-05-28
789,MZ384158,P.1,USA: California,2021-05-29
815,MZ386197,P.1,USA: California,2021-06-01
849,MZ386411,P.1,USA: California,2021-06-01
856,MZ386472,P.1,USA: California,2021-06-01
858,MZ386484,P.1,USA: California,2021-06-01
809,MZ386132,P.1,USA: California,2021-06-02
814,MZ386190,P.1,USA: California,2021-06-02
821,MZ386223,P.1,USA: California,2021-06-02
835,MZ386315,P.1,USA: California,2021-06-02
840,MZ386352,P.1,USA: California,2021-06-02
867,MZ386544,P.1,USA: California,2021-06-02
418,MZ433500,P.1,USA: California,2021-06-03
808,MZ386131,P.1,USA: California,2021-06-03
836,MZ386318,P.1,USA: California,2021-06-03
321,MZ450239,P.1,USA: California,2021-06-04
322,MZ450240,P.1,USA: California,2021-06-04
826,MZ386250,P.1,USA: California,2021-06-04
324,MZ450252,P.1,USA: California,2021-06-05
340,MZ450418,P.1,USA: California,2021-06-05
314,MZ450167,P.1,USA: California,2021-06-06
331,MZ450325,P.1,USA: California,2021-06-08
333,MZ450341,P.1,USA: California,2021-06-08
98,MZ493957,P.1,USA: California,2021-06-09
115,MZ493976,P.1,USA: California,2021-06-09
117,MZ493978,P.1,USA: California,2021-06-09
128,MZ493989,P.1,USA: California,2021-06-09
129,MZ493990,P.1,USA: California,2021-06-09
131,MZ493992,P.1,USA: California,2021-06-09
142,MZ494005,P.1,USA: California,2021-06-09
352,MZ450561,P.1,USA: California,2021-06-09
86,MZ493945,P.1,USA: California,2021-06-10
137,MZ493998,P.1,USA: California,2021-06-10
144,MZ494007,P.1,USA: California,2021-06-10
354,MZ450585,P.1,USA: California,2021-06-10
355,MZ450586,P.1,USA: California,2021-06-10
366,MZ450756,P.1,USA: California,2021-06-10
105,MZ493964,P.1,USA: California,2021-06-11
107,MZ493966,P.1,USA: California,2021-06-11
125,MZ493986,P.1,USA: California,2021-06-11
364,MZ450704,P.1,USA: California,2021-06-11
367,MZ450759,P.1,USA: California,2021-06-11
121,MZ493982,P.1,USA: California,2021-06-13
156,MZ494097,P.1,USA: California,2021-06-13
157,MZ494100,P.1,USA: California,2021-06-14
151,MZ494077,P.1,USA: California,2021-06-18
153,MZ494080,P.1,USA: California,2021-06-18
148,MZ494049,P.1,USA: California,2021-06-19
5160,MZ018201,P.1,"USA: California, Los Angeles County",2021-03-31
1550,MZ331703,P.1,"USA: California, Los Angeles County",2021-05-01
1602,MZ339297,P.1,"USA: California, Los Angeles County",2021-05-05
1437,MZ340642,P.1,"USA: California, Los Angeles County",2021-05-09
5240,MW993949,P.1,USA: Colorado,2021-03-16
2761,MZ256418,P.1,USA: Colorado,2021-03-22
5217,MW990805,P.1,USA: Colorado,2021-03-27
4438,MZ083593,P.1,USA: Colorado,2021-04-01
4942,MZ039057,P.1,USA: Colorado,2021-04-03
4422,MZ083176,P.1,USA: Colorado,2021-04-05
5056,MZ025539,P.1,USA: Colorado,2021-04-05
5057,MZ025543,P.1,USA: Colorado,2021-04-05
4478,MZ084824,P.1,USA: Colorado,2021-04-08
4234,MZ131001,P.1,USA: Colorado,2021-04-12
4243,MZ131217,P.1,USA: Colorado,2021-04-14
2695,MZ271090,P.1,USA: Colorado,2021-04-16
3820,MZ187196,P.1,USA: Colorado,2021-04-16
3746,MZ185387,P.1,USA: Colorado,2021-04-18
2431,MZ283405,P.1,USA: Colorado,2021-04-19
2432,MZ283407,P.1,USA: Colorado,2021-04-19
2433,MZ283408,P.1,USA: Colorado,2021-04-19
3795,MZ186254,P.1,USA: Colorado,2021-04-19
2434,MZ283411,P.1,USA: Colorado,2021-04-20
2425,MZ283260,P.1,USA: Colorado,2021-04-21
2458,MZ283948,P.1,USA: Colorado,2021-04-22
2459,MZ283951,P.1,USA: Colorado,2021-04-22
3850,MZ187866,P.1,USA: Colorado,2021-04-22
2471,MZ284164,P.1,USA: Colorado,2021-04-26
3550,MZ195476,P.1,USA: Colorado,2021-04-26
3571,MZ195797,P.1,USA: Colorado,2021-04-26
3693,MZ184558,P.1,USA: Colorado,2021-04-26
2489,MZ284413,P.1,USA: Colorado,2021-04-27
3519,MZ193873,P.1,USA: Colorado,2021-04-27
3716,MZ184969,P.1,USA: Colorado,2021-04-28
2215,MZ280067,P.1,USA: Colorado,2021-04-30
2220,MZ280113,P.1,USA: Colorado,2021-04-30
4003,MZ181867,P.1,USA: Colorado,2021-05-01
2336,MZ281868,P.1,USA: Colorado,2021-05-03
2094,MZ298092,P.1,USA: Colorado,2021-05-05
2279,MZ281008,P.1,USA: Colorado,2021-05-05
2308,MZ281467,P.1,USA: Colorado,2021-05-05
3113,MZ254257,P.1,USA: Colorado,2021-05-05
438,MZ434206,P.1,USA: Colorado,2021-05-06
439,MZ434232,P.1,USA: Colorado,2021-05-06
2092,MZ298037,P.1,USA: Colorado,2021-05-06
2307,MZ281459,P.1,USA: Colorado,2021-05-06
436,MZ434171,P.1,USA: Colorado,2021-05-07
437,MZ434203,P.1,USA: Colorado,2021-05-07
440,MZ434244,P.1,USA: Colorado,2021-05-07
441,MZ434249,P.1,USA: Colorado,2021-05-07
443,MZ434259,P.1,USA: Colorado,2021-05-07
444,MZ434290,P.1,USA: Colorado,2021-05-07
445,MZ434292,P.1,USA: Colorado,2021-05-07
446,MZ434308,P.1,USA: Colorado,2021-05-07
1911,MZ306049,P.1,USA: Colorado,2021-05-07
1913,MZ306137,P.1,USA: Colorado,2021-05-07
2591,MZ290343,P.1,USA: Colorado,2021-05-07
959,MZ375571,P.1,USA: Colorado,2021-05-08
962,MZ375636,P.1,USA: Colorado,2021-05-08
963,MZ375656,P.1,USA: Colorado,2021-05-08
965,MZ375697,P.1,USA: Colorado,2021-05-08
966,MZ375709,P.1,USA: Colorado,2021-05-08
967,MZ375717,P.1,USA: Colorado,2021-05-08
968,MZ375719,P.1,USA: Colorado,2021-05-08
2729,MZ255075,P.1,USA: Colorado,2021-05-08
442,MZ434257,P.1,USA: Colorado,2021-05-09
960,MZ375574,P.1,USA: Colorado,2021-05-09
961,MZ375629,P.1,USA: Colorado,2021-05-09
964,MZ375690,P.1,USA: Colorado,2021-05-09
447,MZ434326,P.1,USA: Colorado,2021-05-10
449,MZ434349,P.1,USA: Colorado,2021-05-10
450,MZ434358,P.1,USA: Colorado,2021-05-10
451,MZ434363,P.1,USA: Colorado,2021-05-10
452,MZ434399,P.1,USA: Colorado,2021-05-10
453,MZ434404,P.1,USA: Colorado,2021-05-10
454,MZ434443,P.1,USA: Colorado,2021-05-10
455,MZ434470,P.1,USA: Colorado,2021-05-10
456,MZ434477,P.1,USA: Colorado,2021-05-10
483,MZ430768,P.1,USA: Colorado,2021-05-11
3032,MZ245025,P.1,USA: Colorado,2021-05-11
480,MZ430620,P.1,USA: Colorado,2021-05-12
481,MZ430628,P.1,USA: Colorado,2021-05-12
1191,MZ360155,P.1,USA: Colorado,2021-05-13
1393,MZ354778,P.1,USA: Colorado,2021-05-13
1396,MZ354852,P.1,USA: Colorado,2021-05-13
1391,MZ354711,P.1,USA: Colorado,2021-05-14
1196,MZ360236,P.1,USA: Colorado,2021-05-15
1197,MZ360238,P.1,USA: Colorado,2021-05-15
1392,MZ354764,P.1,USA: Colorado,2021-05-15
1395,MZ354848,P.1,USA: Colorado,2021-05-15
1192,MZ360175,P.1,USA: Colorado,2021-05-16
1193,MZ360197,P.1,USA: Colorado,2021-05-16
1194,MZ360230,P.1,USA: Colorado,2021-05-16
1195,MZ360235,P.1,USA: Colorado,2021-05-16
1198,MZ360297,P.1,USA: Colorado,2021-05-16
484,MZ430826,P.1,USA: Colorado,2021-05-17
487,MZ430911,P.1,USA: Colorado,2021-05-17
2002,MZ294067,P.1,USA: Colorado,2021-05-17
485,MZ430855,P.1,USA: Colorado,2021-05-18
486,MZ430864,P.1,USA: Colorado,2021-05-18
488,MZ431864,P.1,USA: Colorado,2021-05-19
489,MZ432031,P.1,USA: Colorado,2021-05-19
490,MZ432040,P.1,USA: Colorado,2021-05-19
1679,MZ319902,P.1,USA: Colorado,2021-05-19
498,MZ432198,P.1,USA: Colorado,2021-05-20
499,MZ432203,P.1,USA: Colorado,2021-05-20
501,MZ432215,P.1,USA: Colorado,2021-05-20
1688,MZ320076,P.1,USA: Colorado,2021-05-20
491,MZ432067,P.1,USA: Colorado,2021-05-21
492,MZ432078,P.1,USA: Colorado,2021-05-21
495,MZ432089,P.1,USA: Colorado,2021-05-21
493,MZ432085,P.1,USA: Colorado,2021-05-22
500,MZ432214,P.1,USA: Colorado,2021-05-22
502,MZ432227,P.1,USA: Colorado,2021-05-22
497,MZ432141,P.1,USA: Colorado,2021-05-23
503,MZ432251,P.1,USA: Colorado,2021-05-24
504,MZ432288,P.1,USA: Colorado,2021-05-24
505,MZ432289,P.1,USA: Colorado,2021-05-24
506,MZ432415,P.1,USA: Colorado,2021-05-25
509,MZ432460,P.1,USA: Colorado,2021-05-25
510,MZ432462,P.1,USA: Colorado,2021-05-25
511,MZ432469,P.1,USA: Colorado,2021-05-25
514,MZ432491,P.1,USA: Colorado,2021-05-25
515,MZ432552,P.1,USA: Colorado,2021-05-25
508,MZ432454,P.1,USA: Colorado,2021-05-26
513,MZ432476,P.1,USA: Colorado,2021-05-26
521,MZ432619,P.1,USA: Colorado,2021-05-27
517,MZ432583,P.1,USA: Colorado,2021-05-28
519,MZ432598,P.1,USA: Colorado,2021-05-28
523,MZ432665,P.1,USA: Colorado,2021-05-28
526,MZ432710,P.1,USA: Colorado,2021-05-28
516,MZ432574,P.1,USA: Colorado,2021-05-29
26,MZ491908,P.1,USA: Colorado,2021-06-02
872,MZ386627,P.1,USA: Colorado,2021-06-02
25,MZ491906,P.1,USA: Colorado,2021-06-03
31,MZ492033,P.1,USA: Colorado,2021-06-03
36,MZ492095,P.1,USA: Colorado,2021-06-04
33,MZ492060,P.1,USA: Colorado,2021-06-06
329,MZ450301,P.1,USA: Colorado,2021-06-06
35,MZ492083,P.1,USA: Colorado,2021-06-07
316,MZ450187,P.1,USA: Colorado,2021-06-07
330,MZ450303,P.1,USA: Colorado,2021-06-07
32,MZ492059,P.1,USA: Colorado,2021-06-08
34,MZ492066,P.1,USA: Colorado,2021-06-08
37,MZ492137,P.1,USA: Colorado,2021-06-08
42,MZ492220,P.1,USA: Colorado,2021-06-09
43,MZ492226,P.1,USA: Colorado,2021-06-09
39,MZ492166,P.1,USA: Colorado,2021-06-10
41,MZ492216,P.1,USA: Colorado,2021-06-11
46,MZ492346,P.1,USA: Colorado,2021-06-11
38,MZ492155,P.1,USA: Colorado,2021-06-12
44,MZ492233,P.1,USA: Colorado,2021-06-12
47,MZ492364,P.1,USA: Colorado,2021-06-16
49,MZ492412,P.1,USA: Colorado,2021-06-16
48,MZ492374,P.1,USA: Colorado,2021-06-17
50,MZ492431,P.1,USA: Colorado,2021-06-17
54,MZ492484,P.1,USA: Colorado,2021-06-17
3639,MZ202306,P.1,USA: Connecticut,2021-03-03
5423,MW963262,P.1,USA: Connecticut,2021-03-16
5440,MW963287,P.1,USA: Connecticut,2021-03-16
5445,MW963293,P.1,USA: Connecticut,2021-03-16
4825,MZ046442,P.1,USA: Connecticut,2021-04-05
4853,MZ033037,P.1,USA: Connecticut,2021-04-05
4858,MZ033042,P.1,USA: Connecticut,2021-04-05
4880,MZ033072,P.1,USA: Connecticut,2021-04-05
4453,MZ083967,P.1,USA: Connecticut,2021-04-06
4511,MZ086253,P.1,USA: Connecticut,2021-04-07
4826,MZ046444,P.1,USA: Connecticut,2021-04-09
4828,MZ046447,P.1,USA: Connecticut,2021-04-09
3375,MZ213466,P.1,USA: Connecticut,2021-04-11
4679,MZ058123,P.1,USA: Connecticut,2021-04-11
3414,MZ214692,P.1,USA: Connecticut,2021-04-14
4117,MZ164487,P.1,USA: Connecticut,2021-04-17
4111,MZ164472,P.1,USA: Connecticut,2021-04-18
4115,MZ164482,P.1,USA: Connecticut,2021-04-18
4120,MZ164492,P.1,USA: Connecticut,2021-04-18
3496,MZ192447,P.1,USA: Connecticut,2021-04-19
2507,MZ284821,P.1,USA: Connecticut,2021-04-22
3210,MZ222424,P.1,USA: Connecticut,2021-04-24
3206,MZ222418,P.1,USA: Connecticut,2021-04-25
3209,MZ222422,P.1,USA: Connecticut,2021-04-26
2935,MZ241029,P.1,USA: Connecticut,2021-04-30
2936,MZ241030,P.1,USA: Connecticut,2021-04-30
2578,MZ290231,P.1,USA: Connecticut,2021-05-01
3998,MZ181117,P.1,USA: Connecticut,2021-05-01
3070,MZ252480,P.1,USA: Connecticut,2021-05-06
1737,MZ322035,P.1,USA: Connecticut,2021-05-10
1739,MZ322040,P.1,USA: Connecticut,2021-05-10
1748,MZ322056,P.1,USA: Connecticut,2021-05-10
1754,MZ322064,P.1,USA: Connecticut,2021-05-10
1586,MZ337581,P.1,USA: Connecticut,2021-05-11
1755,MZ322065,P.1,USA: Connecticut,2021-05-11
1756,MZ322067,P.1,USA: Connecticut,2021-05-11
1977,MZ308270,P.1,USA: Connecticut,2021-05-13
1740,MZ322041,P.1,USA: Connecticut,2021-05-14
2061,MZ296086,P.1,USA: Connecticut,2021-05-14
1289,MZ356724,P.1,USA: Connecticut,2021-05-19
1430,MZ349808,P.1,USA: Connecticut,2021-05-19
1230,MZ356618,P.1,USA: Connecticut,2021-05-21
1529,MZ342513,P.1,USA: Connecticut,2021-05-22
1530,MZ342517,P.1,USA: Connecticut,2021-05-22
1084,MZ368532,P.1,USA: Connecticut,2021-05-25
1067,MZ368506,P.1,USA: Connecticut,2021-05-27
1105,MZ371324,P.1,USA: Connecticut,2021-05-27
551,MZ414819,P.1,USA: Connecticut,2021-06-02
416,MZ433495,P.1,USA: Connecticut,2021-06-03
118,MZ493979,P.1,USA: Connecticut,2021-06-09
2141,MZ278428,P.1,USA: DC,2021-04-24
1615,MZ331127,P.1,USA: DC,2021-04-30
1306,MZ358506,P.1,USA: DC,2021-05-07
4810,MZ056140,P.1,USA: DE,2021-04-06
2135,MZ278225,P.1,USA: DE,2021-05-03
1321,MZ358645,P.1,USA: DE,2021-05-15
5010,MZ023490,P.1,USA: Delaware,2021-03-29
2704,MZ271225,P.1,USA: Delaware,2021-04-16
2054,MZ295816,P.1,USA: Delaware,2021-05-04
2016,MZ294189,P.1,USA: Delaware,2021-05-14
1470,MZ341377,P.1,USA: Delaware,2021-05-16
1670,MZ319776,P.1,USA: Delaware,2021-05-17
4997,MZ023040,P.1,USA: District of Columbia,2021-03-26
4738,MZ060081,P.1,USA: District of Columbia,2021-04-08
1496,MZ341904,P.1,USA: District of Columbia,2021-05-15
1129,MZ372005,P.1,USA: District of Columbia,2021-05-25
1135,MZ372182,P.1,USA: District of Columbia,2021-05-29
1136,MZ372183,P.1,USA: District of Columbia,2021-05-29
1108,MZ371373,P.1,USA: District of Columbia,2021-06-01
5672,MW689888,P.1,USA: FL,2021-02-15
5669,MW735609,P.1,USA: FL,2021-02-22
5670,MW725828,P.1,USA: FL,2021-02-22
5671,MW725867,P.1,USA: FL,2021-02-24
5630,MW894216,P.1,USA: FL,2021-03-17
5307,MW987895,P.1,USA: FL,2021-03-23
5631,MW894429,P.1,USA: FL,2021-03-26
747,MZ398678,P.1,USA: FL,2021-03-29
5308,MW987967,P.1,USA: FL,2021-03-30
5309,MW987994,P.1,USA: FL,2021-03-31
5310,MW988002,P.1,USA: FL,2021-04-01
2515,MZ286697,P.1,USA: FL,2021-04-03
2901,MZ239618,P.1,USA: FL,2021-04-05
2897,MZ239525,P.1,USA: FL,2021-04-07
2894,MZ239472,P.1,USA: FL,2021-04-08
2893,MZ239462,P.1,USA: FL,2021-04-09
